measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2004,0.6503105109376869,0.6631939552294892,0.6372361312567598
Deaths,Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2004,709.3532091093582,730.118743462815,687.4419921793211
Deaths,Global,Both,All Ages,Injuries,Number,2007,4384314.478644043,4474254.421532615,4217612.072906736
Deaths,Global,Both,All Ages,Injuries,Percent,2007,0.08561944666801095,0.0872331122160017,0.08231404982867156
Deaths,Global,Both,All Ages,Injuries,Rate,2007,64.7776744329002,66.10652535528013,62.31466813656081
Deaths,America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2005,608904.8405250016,618904.9197346898,599657.7556807194
Deaths,America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2005,0.10679724830175781,0.10844594215444434,0.10533149734847345
Deaths,America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2005,69.26406720886634,70.40159496751676,68.2121939710247
Deaths,Global,Both,All Ages,Non-communicable diseases,Number,2007,33463024.842627745,33802125.477495015,33063548.093927152
Deaths,Global,Both,All Ages,Non-communicable diseases,Percent,2007,0.6534876829768228,0.6592455345701702,0.6456295951463007
Deaths,Global,Both,All Ages,Non-communicable diseases,Rate,2007,494.4118263766055,499.4219940168183,488.509609531329
Deaths,Africa,Both,All Ages,Injuries,Number,2005,609610.1941428208,645501.6874246822,569506.8696940839
Deaths,Africa,Both,All Ages,Injuries,Percent,2005,0.06213617286954983,0.06557428227077948,0.05845103068154653
Deaths,Africa,Both,All Ages,Injuries,Rate,2005,65.7915961291541,69.66515115359512,61.46348326142595
Deaths,Asia,Both,All Ages,Injuries,Number,2004,2752316.076285525,2826345.724214635,2601054.9690682413
Deaths,Asia,Both,All Ages,Injuries,Percent,2004,0.10268880558175231,0.10529479662717961,0.09702982819792341
Deaths,Asia,Both,All Ages,Injuries,Rate,2004,70.76447279232579,72.66784030590533,66.87541637237395
Deaths,Africa,Both,All Ages,Non-communicable diseases,Number,2005,2846370.5398526355,2986518.072086628,2712184.602555452
Deaths,Africa,Both,All Ages,Non-communicable diseases,Percent,2005,0.29011086904696537,0.3006448689390749,0.279285840415459
Deaths,Africa,Both,All Ages,Non-communicable diseases,Rate,2005,307.19181337711217,322.3171015166938,292.7099246592213
Deaths,Europe,Both,All Ages,Non-communicable diseases,Number,2006,7719555.796163095,7732116.855040275,7705903.996062278
Deaths,Europe,Both,All Ages,Non-communicable diseases,Percent,2006,0.885881586345274,0.886500016213265,0.8850120493075528
Deaths,Europe,Both,All Ages,Non-communicable diseases,Rate,2006,935.4771992629046,936.999383244532,933.8228362321254
Deaths,America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2004,618201.3876299498,628323.771201139,608339.5368476867
Deaths,America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2004,0.10949970601448299,0.11123771888872924,0.10791113335176257
Deaths,America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2004,71.19042366006288,72.35609036560908,70.05475921590312
Deaths,America,Both,All Ages,Non-communicable diseases,Number,2005,4517480.137889659,4530122.7692154525,4504794.877605693
Deaths,America,Both,All Ages,Non-communicable diseases,Percent,2005,0.7923342421427078,0.7939135498921717,0.790632126718002
Deaths,America,Both,All Ages,Non-communicable diseases,Rate,2005,513.8718352373814,515.3099582536018,512.4288630972476
Deaths,Europe,Both,All Ages,Injuries,Number,2006,622836.4887277511,627410.8112635514,619855.4937748343
Deaths,Europe,Both,All Ages,Injuries,Percent,2006,0.07147554647641326,0.07202608084523024,0.07114765562249117
Deaths,Europe,Both,All Ages,Injuries,Rate,2006,75.47705456878434,76.03138367104216,75.11580932576699
Deaths,America,Both,All Ages,Injuries,Number,2005,575100.6197684164,579237.5567402302,571485.0742856513
Deaths,America,Both,All Ages,Injuries,Percent,2005,0.1008685095555346,0.10157117259928296,0.10034719164745237
Deaths,America,Both,All Ages,Injuries,Rate,2005,65.41877372029961,65.88935805693839,65.00749864306592
Deaths,Asia,Both,All Ages,Non-communicable diseases,Number,2005,17600558.949418265,17866440.61084442,17266790.57199062
Deaths,Asia,Both,All Ages,Non-communicable diseases,Percent,2005,0.6575210754642893,0.6666271365258435,0.6458883933040478
Deaths,Asia,Both,All Ages,Non-communicable diseases,Rate,2005,447.04879279158655,453.8021053487368,438.5711784936622
Deaths,Asia,Both,All Ages,Injuries,Number,2005,2630060.956170041,2707257.8006734205,2471839.4279720183
Deaths,Asia,Both,All Ages,Injuries,Percent,2005,0.09825337712027564,0.10092904453068488,0.0921660363636526
Deaths,Asia,Both,All Ages,Injuries,Rate,2005,66.80274068585538,68.76351683175713,62.78396245399117
Deaths,Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2006,13639053.403060382,14161216.211868975,13290349.063036088
Deaths,Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2006,0.26687329707662594,0.2763516639294195,0.26079851773847734
Deaths,Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2006,204.12526038934985,211.94007100441564,198.90646975169557
Deaths,America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2006,598726.3299258571,608532.7647436553,589660.0297657382
Deaths,America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2006,0.10450266372631792,0.1061421483739308,0.10298536248260368
Deaths,America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2006,67.28277807490244,68.3847910390452,66.26393886382367
Deaths,Europe,Both,All Ages,Non-communicable diseases,Number,2005,7880837.548052072,7895425.257154926,7866110.874449981
Deaths,Europe,Both,All Ages,Non-communicable diseases,Percent,2005,0.8821497886068979,0.8831719627616113,0.8813428740361814
Deaths,Europe,Both,All Ages,Non-communicable diseases,Rate,2005,956.9575978421697,958.728960210189,955.1693612355236
Deaths,Europe,Both,All Ages,Injuries,Number,2005,667020.7591208528,671723.1306192934,659806.486064348
Deaths,Europe,Both,All Ages,Injuries,Percent,2005,0.07466368167762884,0.07517153103005372,0.07381674168110183
Deaths,Europe,Both,All Ages,Injuries,Rate,2005,80.9952723257092,81.56627383485994,80.11925459634536
Deaths,Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2007,13359681.262525149,13860520.026904803,13004139.797128582
Deaths,Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2007,0.2608928703551663,0.27030552082324155,0.25455853244255777
Deaths,Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2007,197.387547715058,204.7873751180404,192.13446894868795
Deaths,Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2005,6537504.531459666,6938441.281262666,6298183.409859184
Deaths,Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2005,0.244225547415435,0.25834077101554453,0.23565306288789625
Deaths,Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2005,166.05060765727362,176.23427798844426,159.97192465587025
Deaths,Africa,Both,All Ages,Injuries,Number,2006,607108.5487682687,642012.1368573501,567836.0518336066
Deaths,Africa,Both,All Ages,Injuries,Percent,2006,0.06205521071723721,0.06538083338698182,0.05831292132951344
Deaths,Africa,Both,All Ages,Injuries,Rate,2006,63.85520129392723,67.52633333090888,59.724550849017774
Deaths,America,Both,All Ages,Non-communicable diseases,Number,2006,4552358.981147462,4565585.382130226,4539287.552888291
Deaths,America,Both,All Ages,Non-communicable diseases,Percent,2006,0.7945789199690034,0.7961346430392061,0.7928310638509878
Deaths,America,Both,All Ages,Non-communicable diseases,Rate,2006,511.5782348903278,513.0645717316735,510.109313343495
Deaths,America,Both,All Ages,Injuries,Number,2006,578189.7566515676,582922.3735041943,574250.5428691618
Deaths,America,Both,All Ages,Injuries,Percent,2006,0.10091841630467895,0.10166081359880823,0.10039157326483804
Deaths,America,Both,All Ages,Injuries,Rate,2006,64.97494955130287,65.5067845374947,64.53227443670744
Deaths,Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2005,385814.7789974694,391730.1158648794,380654.9380975944
Deaths,Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2005,0.04318652971547418,0.04384324453295846,0.04262161137961539
Deaths,Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2005,46.84887638785092,47.567166356975285,46.222325095214245
Deaths,Asia,Both,All Ages,Non-communicable diseases,Number,2006,17732570.878314793,18008295.968394913,17395670.629831288
Deaths,Asia,Both,All Ages,Non-communicable diseases,Percent,2006,0.6647821459299835,0.6736736309112343,0.6528729522739602
Deaths,Asia,Both,All Ages,Non-communicable diseases,Rate,2006,445.04897839312866,451.96907872711836,436.59351457815984
Deaths,Asia,Both,All Ages,Injuries,Number,2006,2573892.6357424087,2651106.5158130326,2414398.0515470197
Deaths,Asia,Both,All Ages,Injuries,Percent,2006,0.09649300090030409,0.09920138395341091,0.0904912093934512
Deaths,Asia,Both,All Ages,Injuries,Rate,2006,64.59910950823279,66.53701003484089,60.59614218654572
Deaths,Global,Both,All Ages,Non-communicable diseases,Number,2005,33015794.851307757,33336423.44871123,32606287.928786177
Deaths,Global,Both,All Ages,Non-communicable diseases,Percent,2005,0.6420421646363332,0.6479519845536742,0.6342197755682116
Deaths,Global,Both,All Ages,Non-communicable diseases,Rate,2005,500.4224213669676,505.2822086231823,494.21549990232734
Deaths,Global,Both,All Ages,Injuries,Number,2005,4500880.984546174,4594954.214508797,4330434.139516514
Deaths,Global,Both,All Ages,Injuries,Percent,2005,0.08752622998321692,0.08918483456729513,0.0842201792981833
Deaths,Global,Both,All Ages,Injuries,Rate,2005,68.22012829662118,69.64600199542889,65.63665504425084
Deaths,Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2006,6282381.721014283,6483778.361669558,6085264.160542351
Deaths,Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2006,0.6421463589952761,0.655426408236696,0.6297754491297534
Deaths,Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2006,660.7759851422848,681.9587259471297,640.043314637085
Deaths,Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2005,13906587.489398764,14401738.201732628,13564633.782753138
Deaths,Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2005,0.27043160538044986,0.2799381805946369,0.2644186115130927
Deaths,Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2005,210.78299691824205,218.28802654190073,205.59998367728642
Deaths,Global,Both,All Ages,Injuries,Number,2006,4400731.5640893765,4491335.061738767,4231692.705746964
Deaths,Global,Both,All Ages,Injuries,Percent,2006,0.08610926033245653,0.08772834791030698,0.08279752106561522
Deaths,Global,Both,All Ages,Injuries,Rate,2006,65.86237694632158,67.21837006426908,63.332501891552724
Deaths,Global,Both,All Ages,Non-communicable diseases,Number,2006,33066605.02262849,33387028.075270917,32671859.66633969
Deaths,Global,Both,All Ages,Non-communicable diseases,Percent,2006,0.6470174425909173,0.6528198194047271,0.6392158919917548
Deaths,Global,Both,All Ages,Non-communicable diseases,Rate,2006,494.88253773691457,499.6780640188707,488.9746864910308
Deaths,Africa,Both,All Ages,Injuries,Number,2008,609796.6565398546,644784.5224685388,573664.4764567867
Deaths,Africa,Both,All Ages,Injuries,Percent,2008,0.06339664926276818,0.06678229263671177,0.05989220453551928
Deaths,Africa,Both,All Ages,Injuries,Rate,2008,60.899543304813704,64.39373277505021,57.29107277276471
Deaths,Africa,Both,All Ages,Non-communicable diseases,Number,2008,2966231.3688124265,3109815.234414341,2831072.6339246216
Deaths,Africa,Both,All Ages,Non-communicable diseases,Percent,2008,0.3083640882657452,0.31931077613246595,0.29717878699729233
Deaths,Africa,Both,All Ages,Non-communicable diseases,Rate,2008,296.2333980676447,310.57291886907564,282.7352833435836
Deaths,Africa,Both,All Ages,Non-communicable diseases,Number,2007,2924441.061886205,3065241.186914779,2791058.7321710414
Deaths,Africa,Both,All Ages,Non-communicable diseases,Percent,2007,0.30125586180308983,0.31187919776872447,0.2901720773934351
Deaths,Africa,Both,All Ages,Non-communicable diseases,Rate,2007,299.73991455468706,314.1711910113695,286.0689233239244
Deaths,Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2008,6070366.5148324,6464989.8957093675,5826810.3125036005
Deaths,Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2008,0.22087332647156616,0.23514518556543218,0.2126419908692323
Deaths,Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2008,148.6823711921463,158.34793913656705,142.71691365472782
Deaths,Africa,Both,All Ages,Injuries,Number,2007,605191.1289216815,640437.3792419434,567884.0172395345
Deaths,Africa,Both,All Ages,Injuries,Percent,2007,0.06234566022398967,0.06569444668536055,0.058687211588417436
Deaths,Africa,Both,All Ages,Injuries,Rate,2007,62.02892567622488,65.64148200264788,58.20514183813424
Deaths,America,Both,All Ages,Injuries,Number,2007,581503.4210272555,586325.0088417431,577585.9515223339
Deaths,America,Both,All Ages,Injuries,Percent,2007,0.10059627033891481,0.10133811053321012,0.10004464094906343
Deaths,America,Both,All Ages,Injuries,Rate,2007,64.56188535998336,65.0972060278861,64.12694515510684
Deaths,America,Both,All Ages,Non-communicable diseases,Number,2007,4605698.437971608,4618099.941012503,4592016.758800523
Deaths,America,Both,All Ages,Non-communicable diseases,Percent,2007,0.7967564689679282,0.798281545878728,0.7950167794171095
Deaths,America,Both,All Ages,Non-communicable diseases,Rate,2007,511.3513761100307,512.7282629668666,509.8323566679517
Deaths,Asia,Both,All Ages,Non-communicable diseases,Number,2008,18591896.746100064,18877170.76439546,18239617.49275609
Deaths,Asia,Both,All Ages,Non-communicable diseases,Percent,2008,0.6764820449335778,0.6856310034102807,0.6641822305759448
Deaths,Asia,Both,All Ages,Non-communicable diseases,Rate,2008,455.37403489812584,462.3612929781836,446.74560783676196
Deaths,America,Both,All Ages,Non-communicable diseases,Number,2008,4691847.266241406,4703985.103967091,4678133.632055665
Deaths,America,Both,All Ages,Non-communicable diseases,Percent,2008,0.7983143736534387,0.7997580290523814,0.7966685562142557
Deaths,America,Both,All Ages,Non-communicable diseases,Rate,2008,514.7560044556338,516.0876814041487,513.2514423632556
Deaths,Global,Both,All Ages,Non-communicable diseases,Number,2009,34835484.70387775,35186156.32707649,34398429.976236366
Deaths,Global,Both,All Ages,Non-communicable diseases,Percent,2009,0.6689884791353512,0.6751817763598765,0.6605903158751766
Deaths,Global,Both,All Ages,Non-communicable diseases,Rate,2009,501.53367415680424,506.5823660036502,495.24130689896646
Deaths,America,Both,All Ages,Injuries,Number,2008,594952.9333359718,599749.7441756503,591168.1397579359
